Superlattice vectors (celldm1 units):
27.00000000000 0.00000000000 0.00000000000
0.00000000000 22.25835591689 0.00000000000
Layer 1 points (Angstrom):
P -2.98889966790 -3.77916000000 1.05932578400
P -1.32839966790 -2.22684000000 1.05932578400
P -2.98889966790 -0.37884000000 -1.05932578400
P -1.32839966790 -1.46916000000 -1.05932578400
P -2.98889966790 0.84084000000 1.05932578400
P -1.32839966790 2.39316000000 1.05932578400
P -2.98889966790 4.24116000000 -1.05932578400
P -1.32839966790 3.15084000000 -1.05932578400
P -2.98889966790 5.46084000000 1.05932578400
P -1.32839966790 7.01316000000 1.05932578400
P -2.98889966790 8.86116000000 -1.05932578400
P -1.32839966790 7.77084000000 -1.05932578400
P -2.98889966790 10.08084000000 1.05932578400
P -1.32839966790 11.63316000000 1.05932578400
P -2.98889966790 13.48116000000 -1.05932578400
P -1.32839966790 12.39084000000 -1.05932578400
P -2.98889966790 14.70084000000 1.05932578400
P -1.32839966790 16.25316000000 1.05932578400
P -2.98889966790 18.10116000000 -1.05932578400
P -1.32839966790 17.01084000000 -1.05932578400
P -2.98889966790 19.32084000000 1.05932578400
P -1.32839966790 20.87316000000 1.05932578400
P -2.98889966790 22.72116000000 -1.05932578400
P -1.32839966790 21.63084000000 -1.05932578400
P -2.98889966790 23.94084000000 1.05932578400
P -1.32839966790 25.49316000000 1.05932578400
P -2.98889966790 27.34116000000 -1.05932578400
P -1.32839966790 26.25084000000 -1.05932578400
P -2.98889966790 28.56084000000 1.05932578400
P -1.32839966790 30.11316000000 1.05932578400
P -2.98889966790 31.96116000000 -1.05932578400
P -1.32839966790 30.87084000000 -1.05932578400
P -2.98889966790 33.18084000000 1.05932578400
P -1.32839966790 34.73316000000 1.05932578400
P -2.98889966790 36.58116000000 -1.05932578400
P -1.32839966790 35.49084000000 -1.05932578400
P -2.98889966790 37.80084000000 1.05932578400
P -1.32839966790 39.35316000000 1.05932578400
P -2.98889966790 41.20116000000 -1.05932578400
P -1.32839966790 40.11084000000 -1.05932578400
P -2.98889966790 42.42084000000 1.05932578400
P -1.32839966790 43.97316000000 1.05932578400
P -2.98889966790 45.82116000000 -1.05932578400
P -1.32839966790 44.73084000000 -1.05932578400
P -2.98889966790 47.04084000000 1.05932578400
P -1.32839966790 48.59316000000 1.05932578400
P -2.98889966790 50.44116000000 -1.05932578400
P -1.32839966790 49.35084000000 -1.05932578400
P -2.98889966790 51.66084000000 1.05932578400
P -1.32839966790 53.21316000000 1.05932578400
P -2.98889966790 55.06116000000 -1.05932578400
P -1.32839966790 53.97084000000 -1.05932578400
P -2.98889966790 56.28084000000 1.05932578400
P -1.32839966790 57.83316000000 1.05932578400
P -2.98889966790 59.68116000000 -1.05932578400
P -1.32839966790 58.59084000000 -1.05932578400
P -2.98889966790 60.90084000000 1.05932578400
P -1.32839966790 62.45316000000 1.05932578400
P -2.98889966790 64.30116000000 -1.05932578400
P -1.32839966790 63.21084000000 -1.05932578400
P -2.98889966790 65.52084000000 1.05932578400
P -1.32839966790 67.07316000000 1.05932578400
P -2.98889966790 68.92116000000 -1.05932578400
P -1.32839966790 67.83084000000 -1.05932578400
P 0.33210033210 -3.77916000000 1.05932578400
P 1.99260033210 -2.22684000000 1.05932578400
P 0.33210033210 -0.37884000000 -1.05932578400
P 1.99260033210 -1.46916000000 -1.05932578400
P 0.33210033210 0.84084000000 1.05932578400
P 1.99260033210 2.39316000000 1.05932578400
P 0.33210033210 4.24116000000 -1.05932578400
P 1.99260033210 3.15084000000 -1.05932578400
P 0.33210033210 5.46084000000 1.05932578400
P 1.99260033210 7.01316000000 1.05932578400
P 0.33210033210 8.86116000000 -1.05932578400
P 1.99260033210 7.77084000000 -1.05932578400
P 0.33210033210 10.08084000000 1.05932578400
P 1.99260033210 11.63316000000 1.05932578400
P 0.33210033210 13.48116000000 -1.05932578400
P 1.99260033210 12.39084000000 -1.05932578400
P 0.33210033210 14.70084000000 1.05932578400
P 1.99260033210 16.25316000000 1.05932578400
P 0.33210033210 18.10116000000 -1.05932578400
P 1.99260033210 17.01084000000 -1.05932578400
P 0.33210033210 19.32084000000 1.05932578400
P 1.99260033210 20.87316000000 1.05932578400
P 0.33210033210 22.72116000000 -1.05932578400
